2023-08-04 21:12:57,492 - __main__ - INFO - 0.0, 0.0, 0.0
2023-08-04 21:12:58,438 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:12:59,493 - __main__ - INFO - 1.0, 1.0, 0.0
2023-08-04 21:13:39,145 - __main__ - INFO - 0.0, 0.0, 0.0
2023-08-04 21:13:40,086 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:13:41,167 - __main__ - INFO - 1.0, 1.0, 0.0
2023-08-04 21:14:36,929 - __main__ - INFO - 0.0, 0.0, 0.0
2023-08-04 21:14:37,936 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:14:38,997 - __main__ - INFO - 1.0, 1.0, 0.0
2023-08-04 21:17:33,840 - __main__ - INFO - 0.0, 0.0, 0.0
2023-08-04 21:17:34,782 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:17:35,878 - __main__ - INFO - 1.0, 1.0, 0.0
2023-08-04 21:17:41,520 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:17:44,621 - __main__ - INFO - 0.8606264353237669, 0.14378978334380343, 0.0
2023-08-04 21:17:45,766 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:17:46,887 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:17:47,924 - __main__ - INFO - 1.0, 1.0, 0.0
2023-08-04 21:17:49,570 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:17:50,640 - __main__ - INFO - 1.0, 0.0, 0.0072917990757247475
2023-08-04 21:17:51,697 - __main__ - INFO - 1.0, 1.0, 0.0072917990757247475
2023-08-04 21:17:56,369 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:18:00,261 - __main__ - INFO - 1.0, 0.0, 0.0
2023-08-04 21:18:01,562 - __main__ - INFO - 1.0, 1.0, 0.0
2023-08-04 21:18:03,250 - __main__ - INFO - 1.0, 0.0, 0.0
